736289,20151122,     3,  1, 111,     2, -1, 101
736289,20151122,    21,  1, 117,     7, -1, 114
736289,20151122,    10, -1, 118,     8,  1, 105
736289,20151122,    25, -1, 107,    14,  1,  93
736290,20151123,     6,  1, 117,    22, -1, 103
736290,20151123,     4,  1, 127,    26, -1, 122
736290,20151123,    16,  1,  95,    20, -1,  78
736290,20151123,    17,  1, 109,     9, -1,  88
736290,20151123,    18,  1, 100,    23, -1,  95
736290,20151123,    27,  1,  98,    24, -1,  84
736290,20151123,    21, -1, 111,    29,  1,  89
736291,20151124,    12, -1, 123,    30,  1, 106
736291,20151124,     1,  1, 121,     2, -1,  97
736291,20151124,    15,  1, 110,     7, -1,  96
736291,20151124,    13, -1, 111,     8,  1,  94
736291,20151124,     5, -1,  93,    25,  1,  88
736291,20151124,    10,  1, 111,    14, -1,  77
736292,20151125,    22,  1, 100,    20, -1,  91
736292,20151125,     4,  1, 101,    30, -1,  87
736292,20151125,     2,  1,  84,    23, -1,  80
736292,20151125,     9,  1, 104,    16, -1,  81
736292,20151125,    28,  1, 103,     6, -1,  99
736292,20151125,    15, -1, 102,    11,  1,  93
736292,20151125,    26, -1, 129,    17,  1, 118
736292,20151125,    18,  1,  99,     1, -1,  95
736292,20151125,    21,  1, 110,     3, -1,  99
736292,20151125,    27,  1,  88,     7, -1,  83
736292,20151125,    19, -1, 120,    24,  1, 114
736292,20151125,    29, -1, 102,    13,  1,  91
736294,20151127,    22,  1, 114,    17, -1,  90
736294,20151127,     6, -1,  95,     4,  1,  90
736294,20151127,     2,  1, 111,    30, -1,  78
736294,20151127,    16, -1,  97,    20,  1,  78
736294,20151127,    11,  1, 116,    23, -1, 114
736294,20151127,    12,  1, 104,     5, -1,  92
736294,20151127,    21,  1, 103,     9, -1,  87
736294,20151127,     1, -1, 116,    15,  1, 101
736294,20151127,    27, -1,  91,     8,  1,  80
736294,20151127,    10, -1, 135,    24,  1, 116
736294,20151127,    18, -1, 101,    26,  1,  91
736294,20151127,    13,  1, 111,    19, -1,  90
736295,20151128,    28, -1,  84,    30,  1,  82
736295,20151128,     6,  1,  90,     3, -1,  88
736295,20151128,     7,  1,  92,     8, -1,  81
736295,20151128,    27,  1, 108,     1, -1,  88
736295,20151128,    29,  1, 101,    19, -1,  87
736295,20151128,    25,  1, 108,    14, -1,  96
736295,20151128,    10,  1, 120,    26, -1, 101
736296,20151129,     4,  1,  87,    17, -1,  82
736296,20151129,    13,  1, 107,    18, -1,  99
736296,20151129,     3,  1,  87,     9, -1,  83
736296,20151129,    22,  1, 110,     2, -1,  91
736296,20151129,    24, -1, 107,    28,  1, 102
736296,20151129,    15,  1,  92,    23, -1,  84
736296,20151129,    11, -1, 116,    20,  1, 111
736296,20151129,    12, -1, 107,    14,  1, 103
736297,20151130,     9,  1, 116,    11, -1, 105
736297,20151130,     2, -1, 105,    16,  1,  95
736297,20151130,     1,  1, 106,    21, -1, 100
736297,20151130,     5,  1,  92,    27, -1,  89
736297,20151130,    17,  1,  92,     8, -1,  74
736297,20151130,    10, -1, 106,    29,  1, 103
736297,20151130,    26,  1, 112,     7, -1,  98
736297,20151130,    13,  1, 102,    25, -1,  87
736298,20151201,    30, -1,  97,     6,  1,  85
736298,20151201,    23,  1, 103,    14, -1,  91
736298,20151201,     3,  1,  94,    24, -1,  91
736298,20151201,    15, -1, 113,    19,  1, 104
736298,20151201,    22, -1,  96,    18,  1,  93
736298,20151201,     7, -1, 115,    25,  1, 112
736299,20151202,    14, -1, 108,    30,  1, 104
736299,20151202,    10, -1, 116,     4,  1,  99
736299,20151202,     9,  1, 127,    24, -1, 122
736299,20151202,    20,  1,  99,    23, -1,  87
736299,20151202,    28, -1,  96,     1,  1,  86
736299,20151202,     5,  1,  99,     8, -1,  90
736299,20151202,    11,  1, 108,    19, -1, 101
736299,20151202,    27,  1,  95,    17, -1,  70
736299,20151202,    12, -1, 103,    13,  1,  91
736300,20151203,    16,  1,  97,    21, -1,  95
736300,20151203,     8, -1, 106,    28,  1, 105
736300,20151203,    22, -1, 103,    29,  1,  94
736300,20151203,    27, -1, 103,    15,  1,  83
736300,20151203,    25,  1, 123,    12, -1, 111
736300,20151203,     2, -1, 114,    26,  1,  97
736301,20151204,    20,  1, 108,     3, -1,  91
736301,20151204,    30,  1, 109,    24, -1, 106
736301,20151204,     9,  1, 102,    17, -1,  95
736301,20151204,     1,  1, 100,    14, -1,  87
736301,20151204,    11, -1, 100,     7,  1,  96
736301,20151204,    19,  1, 114,     6, -1, 108
736302,20151205,     8, -1, 108,    23,  1, 105
736302,20151205,    10, -1, 112,    28,  1, 109
736302,20151205,     4, -1, 102,     5,  1,  96
736302,20151205,    11,  1, 120,    26, -1, 113
736302,20151205,    16,  1,  99,     6, -1,  84
736302,20151205,    25, -1, 109,    18,  1, 103
736302,20151205,    17,  1, 106,    20, -1,  91
736302,20151205,    27,  1, 108,     2, -1, 105
736302,20151205,    29,  1, 122,    12, -1, 119
736302,20151205,    13,  1, 103,    22, -1, 101
736303,20151206,    15,  1,  95,    24, -1,  93
736303,20151206,     9,  1, 111,    14, -1,  91
736303,20151206,    10, -1, 114,     3,  1,  98
736303,20151206,     7, -1, 116,    30,  1, 104
736303,20151206,    21,  1,  98,    26, -1,  95
736304,20151207,    27, -1, 119,    23,  1,  68
736304,20151207,     4,  1, 104,     9, -1,  84
736304,20151207,    30, -1, 114,    16,  1, 103
736304,20151207,     7, -1, 104,    20,  1,  97
736304,20151207,    28,  1, 102,    14, -1,  93
736304,20151207,     2, -1, 111,    19,  1,  93
736304,20151207,    24, -1, 103,     5,  1, 101
736304,20151207,    17,  1,  90,    25, -1,  88
736304,20151207,    13, -1, 110,    18,  1, 106
736305,20151208,     6,  1, 105,    25, -1, 100
736305,20151208,    10, -1, 131,    12,  1, 123
736305,20151208,     3,  1, 110,    11, -1, 105
736305,20151208,    21, -1, 125,    15,  1,  88
736305,20151208,    22, -1,  85,     8,  1,  74
736305,20151208,    26,  1, 114,    29, -1, 106
736306,20151209,     2,  1, 105,     5, -1, 100
736306,20151209,    11, -1, 109,    30,  1, 103
736306,20151209,     4,  1,  99,    16, -1,  81
736306,20151209,    15, -1,  93,     9,  1,  92
736306,20151209,    28,  1,  97,    27, -1,  94
736306,20151209,    13, -1, 109,    17,  1,  95
736306,20151209,    18,  1, 123,    14, -1, 122
736306,20151209,    24,  1, 107,    22, -1, 104
736306,20151209,    29,  1, 106,    20, -1,  85
736306,20151209,     1, -1,  98,     7,  1,  95
736307,20151210,     3,  1, 100,    23, -1,  91
736307,20151210,     5,  1,  83,    13, -1,  80
736307,20151210,    21,  1, 107,     1, -1,  94
736307,20151210,    26,  1,  99,    20, -1,  97
736308,20151211,    12,  1,  96,    16, -1,  83
736308,20151211,     6, -1, 111,    22,  1,  76
736308,20151211,     9, -1, 107,    23,  1,  95
736308,20151211,    10, -1, 124,     2,  1, 119
736308,20151211,    28,  1,  90,    17, -1,  83
736308,20151211,    19,  1, 107,    30, -1, 105
736308,20151211,     4, -1, 123,    15,  1,  99
736308,20151211,     8,  1, 111,    18, -1, 108
736308,20151211,    21, -1,  94,    29,  1,  90
736308,20151211,    25, -1, 106,    24,  1,  96
736308,20151211,    27,  1, 109,    14, -1,  87
736309,20151212,    13, -1, 105,     3,  1, 100
736309,20151212,     2, -1,  98,     4,  1,  93
736309,20151212,     9,  1, 118,    12, -1,  96
736309,20151212,    27, -1, 103,     1,  1,  78
736309,20151212,     5,  1,  98,    19, -1,  94
736309,20151212,    11,  1, 126,    14, -1,  97
736309,20151212,    30, -1, 114,     7,  1, 111
736309,20151212,    17,  1, 108,    10, -1,  95
736309,20151212,    20, -1, 112,    25,  1, 110
736310,20151213,    24,  1, 108,    18, -1, 101
736310,20151213,    16,  1, 100,    15, -1,  97
736310,20151213,    28,  1,  96,    23, -1,  76
736310,20151213,    21,  1, 104,    29, -1,  98
736311,20151214,    12,  1, 106,    28, -1,  90
736311,20151214,    13, -1, 105,     9,  1, 103
736311,20151214,    22, -1, 105,     3,  1,  82
736311,20151214,    16, -1, 100,     1,  1,  88
736311,20151214,     5,  1, 115,    23, -1,  96
736311,20151214,    15,  1, 112,    30, -1,  95
736311,20151214,     7,  1, 104,    24, -1,  94
736311,20151214,    27,  1, 118,    29, -1,  81
736311,20151214,     8,  1, 114,    11, -1, 108
736311,20151214,    25,  1, 105,    19, -1, 101
736312,20151215,     6, -1,  89,     2,  1,  77
736312,20151215,     8, -1, 112,    18,  1, 100
736312,20151215,    26,  1, 107,    11, -1,  97
736312,20151215,    14,  1, 113,    17, -1,  95
736313,20151216,    12,  1, 107,     7, -1,  81
736313,20151216,    22,  1, 113,     4, -1,  98
736313,20151216,     9,  1, 119,     2, -1, 116
736313,20151216,    16, -1, 104,     3,  1,  98
736313,20151216,    20,  1, 107,    18, -1, 102
736313,20151216,     1,  1, 127,    23, -1, 106
736313,20151216,     5,  1,  98,    15, -1,  85
736313,20151216,    21,  1, 106,    25, -1,  90
736313,20151216,    27,  1, 114,    30, -1,  95
736313,20151216,    19, -1, 104,    29,  1,  94
736313,20151216,    10,  1, 128,    24, -1, 103
736313,20151216,    13,  1, 103,    17, -1,  90
736314,20151217,     4,  1, 109,    28, -1,  99
736314,20151217,     6,  1, 104,    21, -1, 100
736314,20151217,    11, -1, 107,    14,  1,  87
736315,20151218,    12,  1, 104,     3, -1,  97
736315,20151218,    22,  1, 102,    25, -1,  94
736315,20151218,    20, -1, 107,    23,  1,  97
736315,20151218,     1, -1, 109,     2,  1, 101
736315,20151218,     9, -1, 147,     5,  1, 144
736315,20151218,    28, -1, 108,    16,  1,  94
736315,20151218,    18,  1,  99,    26, -1,  95
736315,20151218,    27,  1, 115,    13, -1, 107
736315,20151218,     7,  1,  97,    15, -1,  88
736315,20151218,    29,  1,  97,     8, -1,  88
736315,20151218,    10,  1, 121,    17, -1, 112
736315,20151218,    24,  1, 104,    19, -1,  88
736316,20151219,    21,  1, 118,    14, -1,  78
736316,20151219,    30,  1, 109,     4, -1, 101
736316,20151219,    20,  1, 107,     5, -1,  91
736316,20151219,    11,  1, 107,    13, -1,  97
736316,20151219,    15,  1,  96,    12, -1,  84
736317,20151220,    16,  1, 116,    25, -1, 109
736317,20151220,    18, -1, 100,     3,  1,  85
736317,20151220,     6,  1, 108,    23, -1,  86
736317,20151220,    17, -1, 101,    24,  1,  95
736317,20151220,     1, -1, 103,    22,  1, 100
736317,20151220,    26, -1, 104,    28,  1,  94
736317,20151220,    19, -1, 130,     8,  1, 125
736318,20151221,    30,  1, 113,    26, -1,  99
736318,20151221,     2,  1, 113,    18, -1,  99
736318,20151221,    22, -1, 107,    20,  1,  99
736318,20151221,     1,  1, 106,    25, -1,  97
736318,20151221,     3, -1, 105,     5,  1, 102
736318,20151221,    11,  1, 102,     4, -1,  95
736318,20151221,    27,  1, 106,    12, -1,  92
736318,20151221,    29,  1, 110,    24, -1,  89
736318,20151221,    21, -1, 100,    13,  1,  99
736319,20151222,    15, -1, 104,    23,  1,  90
736319,20151222,     9, -1,  93,    16,  1,  92
736319,20151222,    28,  1, 103,     7, -1,  99
736319,20151222,    14, -1, 111,     8,  1, 107
736320,20151223,     6,  1,  91,    20, -1,  84
736320,20151223,    26, -1, 108,    12,  1, 106
736320,20151223,    22,  1, 104,    11, -1, 101
736320,20151223,    30,  1, 100,    15, -1,  91
736320,20151223,     2, -1, 102,     4,  1,  89
736320,20151223,     7, -1, 119,     3,  1, 118
736320,20151223,     1,  1, 107,     9, -1, 100
736320,20151223,    19,  1, 115,    25, -1,  89
736320,20151223,    17,  1, 113,    23, -1, 100
736320,20151223,    27, -1, 108,    18,  1,  83
736320,20151223,     8, -1, 104,    24,  1,  96
736320,20151223,    10,  1, 103,    29, -1,  85
736320,20151223,    21, -1, 120,    14,  1,  85
736322,20151225,    16,  1,  94,    19, -1,  88
736322,20151225,     5, -1, 105,    21,  1,  96
736322,20151225,    10,  1,  89,     6, -1,  83
736322,20151225,    11,  1,  88,    27, -1,  84
736322,20151225,    13, -1,  94,    14,  1,  84
736323,20151226,    30, -1, 111,     3,  1,  96
736323,20151226,    28, -1, 111,    17,  1,  90
736323,20151226,    19,  1, 110,    11, -1, 108
736323,20151226,    16, -1, 108,    22,  1, 101
736323,20151226,     4,  1,  98,    15, -1,  92
736323,20151226,     1,  1, 117,    20, -1,  98
736323,20151226,     2, -1,  99,     9,  1,  93
736323,20151226,    12, -1, 102,    18,  1,  88
736323,20151226,     7,  1, 118,     5, -1, 111
736323,20151226,    27,  1, 101,     8, -1,  86
736323,20151226,    23, -1, 111,    24,  1, 104
736323,20151226,    13, -1, 109,    29,  1, 104
736323,20151226,    25,  1, 105,     6, -1,  76
736324,20151227,    15,  1, 112,    14, -1,  96
736324,20151227,     2,  1, 100,    20, -1,  91
736324,20151227,    21,  1, 122,     8, -1, 112
736324,20151227,    25, -1,  98,    26,  1,  94
736325,20151228,    12,  1,  93,     1, -1,  87
736325,20151228,    22,  1, 104,    19, -1,  89
736325,20151228,    13, -1, 108,    30,  1,  91
736325,20151228,     4,  1, 108,    14, -1,  98
736325,20151228,     3, -1, 111,    16,  1, 105
736325,20151228,     5,  1, 104,    28, -1,  97
736325,20151228,     7,  1, 103,    17, -1,  93
736325,20151228,    27,  1, 101,    18, -1,  95
736325,20151228,     6, -1, 101,    24,  1,  97
736325,20151228,    29,  1,  95,    23, -1,  91
736325,20151228,    10,  1, 122,    26, -1, 103
736326,20151229,    20,  1, 108,     9, -1,  96
736326,20151229,     1, -1, 121,    11,  1, 115
736326,20151229,    21,  1, 131,    17, -1, 123
736326,20151229,    15,  1,  99,    16, -1,  90
736326,20151229,     6, -1,  93,     8,  1,  87
736327,20151230,    22,  1, 100,     3, -1,  93
736327,20151230,    13, -1, 122,     4,  1, 117
736327,20151230,    14, -1, 112,     2,  1, 104
736327,20151230,    28,  1,  94,    30, -1,  91
736327,20151230,     5,  1, 102,    12, -1, 100
736327,20151230,    18,  1,  94,    29, -1,  80
736327,20151230,     7,  1, 114,    10, -1,  91
736327,20151230,    27,  1, 112,    24, -1,  79
736327,20151230,    25,  1, 110,     8, -1, 103
736327,20151230,    23, -1, 110,    26,  1, 105
736328,20151231,     9,  1, 115,    18, -1,  90
736328,20151231,    17, -1, 120,    12,  1, 116
736328,20151231,    10, -1, 114,    11,  1, 110
736328,20151231,    13, -1,  95,    19,  1,  89
736328,20151231,    21,  1, 110,    24, -1, 106
736328,20151231,    29,  1, 109,    25, -1,  96
736329,20160101,    30,  1, 103,    22, -1,  91
736329,20160101,    16,  1, 106,     7, -1,  82
736329,20160101,    28,  1, 104,     4, -1,  94
736329,20160101,     5,  1, 108,    20, -1,  81
736329,20160101,    14,  1,  93,    23, -1,  84
736330,20160102,     3, -1, 100,     2,  1,  97
736330,20160102,    26,  1, 142,    24, -1, 119
736330,20160102,    12,  1,  94,     9, -1,  82
736330,20160102,    21, -1, 109,     4,  1,  90
736330,20160102,     6,  1, 104,    22, -1,  79
736330,20160102,    17, -1,  95,    18,  1,  85
736330,20160102,    19, -1, 105,     7,  1,  98
736330,20160102,    27,  1, 121,    11, -1, 103
736330,20160102,    29,  1,  92,    15, -1,  87
736330,20160102,    10,  1, 111,     8, -1, 108
736330,20160102,    13,  1, 130,    23, -1,  99
736331,20160103,    20,  1, 111,     1, -1,  97
736331,20160103,     5, -1, 115,    28,  1, 113
736331,20160103,    16, -1,  97,    30,  1,  75
736331,20160103,    25, -1, 112,     8,  1, 106
736331,20160103,    14,  1,  97,    24, -1,  77
736332,20160104,     6,  1, 122,    28, -1, 100
736332,20160104,    23,  1, 109,    18, -1,  99
736332,20160104,     9,  1, 115,    22, -1,  89
736332,20160104,    16,  1, 103,    12, -1, 100
736332,20160104,     2, -1, 103,     3,  1,  94
736332,20160104,    27, -1, 123,    17,  1,  98
736332,20160104,    26, -1, 116,    21,  1, 104
736332,20160104,    11, -1,  93,    29,  1,  91
736332,20160104,    15, -1,  91,    25,  1,  78
736332,20160104,    10,  1, 111,     4, -1, 101
736333,20160105,    20, -1, 107,     1,  1, 101
736333,20160105,     5,  1, 117,    17, -1, 106
736333,20160105,     7,  1, 117,    26, -1, 116
736333,20160105,    10, -1, 109,    14,  1,  88
736334,20160106,    20, -1,  98,    16,  1,  90
736334,20160106,    12, -1,  95,    22,  1,  86
736334,20160106,     6, -1, 121,    30,  1, 115
736334,20160106,     9, -1,  99,     2,  1,  94
736334,20160106,    28, -1,  91,     3,  1,  74
736334,20160106,     7, -1, 100,    19,  1,  91
736334,20160106,     8, -1,  78,    18,  1,  74
736334,20160106,    27,  1, 123,    29, -1,  98
736334,20160106,    24,  1, 111,     4, -1, 102
736334,20160106,    21,  1, 112,    15, -1,  94
736334,20160106,    13, -1, 109,    25,  1,  98
736335,20160107,     1, -1, 126,    23,  1,  98
736335,20160107,     5,  1, 101,     2, -1,  92
736335,20160107,    11,  1, 103,    29, -1,  94
736335,20160107,    26,  1, 118,    14, -1, 115
736336,20160108,    28, -1,  97,    30,  1,  88
736336,20160108,    22, -1,  83,     3,  1,  77
736336,20160108,    12, -1,  91,    19,  1,  86
736336,20160108,    17,  1,  96,     7, -1,  95
736336,20160108,     6, -1, 125,    18,  1,  99
736336,20160108,    15,  1,  91,     8, -1,  84
736336,20160108,    27,  1, 100,    20, -1,  99
736336,20160108,    16, -1, 103,    24,  1,  95
736336,20160108,    10, -1, 128,    25,  1, 108
736336,20160108,    21, -1, 117,    14,  1, 113
736337,20160109,    13,  1,  97,     4, -1,  83
736337,20160109,     1,  1, 120,     5, -1, 105
736337,20160109,    30, -1, 105,    22,  1,  99
736337,20160109,     9,  1, 103,     3, -1,  89
736337,20160109,    28, -1, 108,    23,  1,  95
736337,20160109,    29,  1,  98,    16, -1,  83
736337,20160109,    10, -1, 128,    26,  1, 116
736338,20160110,    13,  1, 114,    19, -1, 111
736338,20160110,     7, -1,  93,    18,  1,  87
736338,20160110,     6, -1,  95,    23,  1,  85
736338,20160110,    15,  1, 101,     2, -1,  98
